indicator_name,indicator_code,janitor_version
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,en_co2_bldg_zs
"Bird species, threatened",EN.BIR.THRD.NO,en_bir_thrd_no
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,en_atm_pm25_mc_t2_zs
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,en_atm_noxe_zg
Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,en_atm_noxe_ag_zs
Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,en_atm_meth_eg_zs
HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,en_atm_hfcg_kt_ce
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,en_atm_ghgo_kt_ce
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,en_atm_co2e_pp_gd
CO2 emissions (kt),EN.ATM.CO2E.KT,en_atm_co2e_kt
CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,en_atm_co2e_eg_zs
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,eg_use_comm_gd_pp_kd
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,eg_gdp_puse_ko_pp_kd
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,eg_elc_rnwx_kh
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,eg_elc_ngas_zs
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,eg_elc_coal_zs
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,eg_egy_prim_pp_kd
Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,dt_tds_mlat_pg_zs
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,dt_tds_dppg_cd
"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,dt_tds_dect_ex_zs
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,dt_oda_odat_mp_zs
Net official development assistance received (current US$),DT.ODA.ODAT.CD,dt_oda_odat_cd
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,dt_oda_alld_cd
"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,dt_nfl_unta_cd
General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,ne_con_govt_kd
Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,ms_mil_xpnd_zs
Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,ms_mil_totl_tf_zs
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,lp_lpi_time_xq
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,lp_lpi_infr_xq
Individuals using the Internet (% of population),IT.NET.USER.ZS,it_net_user_zs
Fixed broadband subscriptions,IT.NET.BBND,it_net_bbnd
Mobile cellular subscriptions,IT.CEL.SETS,it_cel_sets
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,is_rrs_pasg_km
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,is_air_dprt
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,iq_spi_pil2
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,iq_sci_prdc
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,iq_cpa_trad_xq
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,iq_cpa_pubs_xq
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,iq_cpa_padm_xq
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,iq_cpa_gndr_xq
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,iq_cpa_envr_xq
"Trademark applications, resident, by count",IP.TMK.RSCT,ip_tmk_rsct
Scientific and technical journal articles,IP.JRN.ARTC.SC,ip_jrn_artc_sc
Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,ie_ppn_tran_cd
Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,ie_ppi_tran_cd
Time required to build a warehouse (days),IC.WRH.DURS,ic_wrh_durs
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,ic_tax_othr_cp_zs
Time to prepare and pay taxes (hours),IC.TAX.DURS,ic_tax_durs
"Time required to start a business, male (days)",IC.REG.DURS.MA,ic_reg_durs_ma
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,ic_reg_cost_pc_ma_zs
Time required to enforce a contract (days),IC.LGL.DURS,ic_lgl_durs
"Time to import, border compliance (hours)",IC.IMP.TMBC,ic_imp_tmbc
Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,ic_frm_trng_zs
Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,ic_frm_metg_zs
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,ic_frm_femm_zs
Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,ic_frm_cmpu_zs
"Time to export, documentary compliance (hours)",IC.EXP.TMDC,ic_exp_tmdc
Time required to get electricity (days),IC.ELC.TIME,ic_elc_time
Average time to clear exports through customs (days),IC.CUS.DURS.EX,ic_cus_durs_ex
New businesses registered (number),IC.BUS.NREG,ic_bus_nreg
Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,ic_bus_dfrn_xq
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,hd_hci_ovrl_ma
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,hd_hci_ovrl_fe
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,gc_xpn_trft_cn
Other expense (current LCU),GC.XPN.OTHR.CN,gc_xpn_othr_cn
Goods and services expense (% of expense),GC.XPN.GSRV.ZS,gc_xpn_gsrv_zs
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,gc_tax_ypkg_zs
Tax revenue (current LCU),GC.TAX.TOTL.CN,gc_tax_totl_cn
Taxes on international trade (current LCU),GC.TAX.INTT.CN,gc_tax_intt_cn
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,gc_tax_gsrv_rv_zs
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,gc_rev_xgrt_gd_zs
Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,gc_rev_gotr_zs
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,gc_nfn_totl_gd_zs
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,gc_dod_totl_gd_zs
"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD,dt_nfl_unid_cd
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,dt_nfl_undp_cd
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,dt_nfl_rdbn_cd
"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,dt_nfl_pngc_cd
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,dt_nfl_pbnd_cd
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,dt_nfl_mlat_cd
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,dt_nfl_imfc_cd
"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,dt_nfl_faog_cd
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,dt_dod_pvlx_gn_zs
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,dt_dod_mida_cd
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,dt_dod_dstc_ir_zs
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,dt_dod_dlxf_cd
"Net ODA provided, total (constant 2020 US$)",DC.ODA.TOTL.KD,dc_oda_totl_kd
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,dc_oda_tldc_cd
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,dc_dac_svnl_cd
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,dc_dac_nzll_cd
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,dc_dac_korl_cd
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,dc_dac_irll_cd
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,dc_dac_fral_cd
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,dc_dac_deul_cd
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,vc_ihr_psrc_p5
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,vc_idp_nwds
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,tx_val_tran_zs_wt
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,tx_val_othr_zs_wt
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,tx_val_mrch_rs_zs
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,tx_val_mrch_r3_zs
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,tx_val_mrch_hi_zs
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,tx_val_manf_zs_un
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,tx_val_food_zs_un
Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,tx_mnf_tech_zs_un
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,tm_val_serv_cd_wt
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,tm_val_mrch_wl_cd
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,tm_val_mrch_r4_zs
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,tm_val_mrch_or_zs
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,tm_val_mmtl_zs_un
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,tm_val_fuel_zs_un
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,tm_tax_tcom_wm_fn_zs
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,tm_tax_tcom_sm_ar_zs
"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,tm_tax_mrch_wm_fn_zs
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,tm_tax_mrch_sm_ar_zs
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,tm_tax_manf_wm_fn_zs
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,tm_tax_manf_sm_ar_zs
Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,tm_qty_mrch_xd_wd
"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,st_int_tvlx_cd
"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,st_int_rcpt_xp_zs
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,sp_uwt_tfrt
Rural population (% of total population),SP.RUR.TOTL.ZS,sp_rur_totl_zs
Completeness of birth registration (%),SP.REG.BRTH.ZS,sp_reg_brth_zs
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,sp_reg_brth_fe_zs
"Population, female",SP.POP.TOTL.FE.IN,sp_pop_totl_fe_in
Population growth (annual %),SP.POP.GROW,sp_pop_grow
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,sp_pop_brth_mf
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,sp_pop_7579_fe_5y
"Population ages 65 and above, total",SP.POP.65UP.TO,sp_pop_65up_to
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,sp_pop_65up_fe_in
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,sp_pop_6064_fe_5y
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,sp_pop_5054_fe_5y
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,sp_pop_4044_fe_5y
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,sp_pop_3034_fe_5y
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,sp_pop_2024_fe_5y
"Population ages 15-64, male",SP.POP.1564.MA.IN,sp_pop_1564_ma_in
"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,sp_pop_1519_fe_5y
"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,sp_pop_0509_fe_5y
"Population ages 0-14, male",SP.POP.0014.MA.IN,sp_pop_0014_ma_in
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,sp_pop_0004_fe_5y
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,sp_hou_fema_zs
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,sp_dyn_tfrt_in
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,sp_dyn_imrt_ma_in
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,sp_dyn_conm_zs
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,sp_dyn_amrt_fe
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,sn_itk_salt_zs
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,sh_sta_brtw_zs
"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,sh_sta_bass_ur_zs
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,sh_sta_airp_p5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,sh_sgr_irsk_zs
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,sh_prv_smok
Number of maternal deaths,SH.MMR.DTHS,sh_mmr_dths
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,sh_med_saop_p5
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,sh_med_beds_zs
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,sh_hiv_pmtc_zs
"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,sh_hiv_incd_tl_p3
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,sh_hiv_artc_zs
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,sh_h2o_smdw_zs
"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,sh_h2o_basw_ur_zs
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,sh_dyn_ncom_zs
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,sh_dyn_mort_fe
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,sh_dyn_2024
Number of neonatal deaths,SH.DTH.NMRT,sh_dth_nmrt
Number of infant deaths,SH.DTH.IMRT,sh_dth_imrt
Number of deaths ages 10-14 years,SH.DTH.1014,sh_dth_1014
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,sh_anm_nprg_zs
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,sh_alc_pcap_li
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,sg_vaw_negl_zs
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,sg_vaw_1549_zs
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,sg_gen_parl_zs
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,se_xpd_totl_gb_zs
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,se_xpd_seco_pc_zs
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,se_xpd_cter_zs
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,se_ter_enrr_ma
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,se_ter_cuat_st_zs
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,se_ter_cuat_ms_ma_zs
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,se_ter_cuat_do_fe_zs
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,se_sec_uner_lo_zs
"Secondary education, teachers, female",SE.SEC.TCHR.FE,se_sec_tchr_fe
"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,se_sec_tcaq_up_ma_zs
"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,se_sec_tcaq_lo_ma_zs
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,se_sec_prog_ma_zs
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,se_sec_nenr_fe
"School enrollment, secondary (% gross)",SE.SEC.ENRR,se_sec_enrr
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,se_sec_enrl_tc_zs
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,se_sec_enrl_fe_zs
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,se_sec_cuat_up_ma_zs
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,se_sec_cuat_po_fe_zs
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,se_sec_cmpt_lo_zs
Children out of school (% of primary school age),SE.PRM.UNER.ZS,se_prm_uner_zs
"Children out of school, primary, female",SE.PRM.UNER.FE,se_prm_uner_fe
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,se_prm_tenr
"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,se_prm_tcaq_ma_zs
"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,se_prm_rept_fe_zs
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,se_prm_prs5_zs
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,se_prm_oenr_zs
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,se_prm_nint_ma_zs
"School enrollment, primary (% net)",SE.PRM.NENR,se_prm_nenr
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,se_prm_enrr_ma
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,se_prm_enrl_fe_zs
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,se_prm_cuat_ma_zs
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,se_prm_cmpt_fe_zs
"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,se_pre_tcaq_fe_zs
"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,se_pre_enrl_tc_zs
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,se_enr_prsc_fm_zs
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,se_adt_litr_ma_zs
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,se_adt_1524_lt_fm_zs
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,per_si_allsi_cov_q4_tot
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,per_si_allsi_cov_pop_tot
Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,per_sa_allsa_cov_q4_tot
Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,per_sa_allsa_cov_pop_tot
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,per_lm_alllm_cov_q4_tot
"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,dt_nfl_unfp_cd
"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,dt_nfl_uncr_cd
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,dt_nfl_rdbc_cd
"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,dt_nfl_pngb_cd
"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,dt_nfl_offt_cd
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,dt_nfl_mida_cd
"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,dt_nfl_ilog_cd
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,dt_nfl_dpng_cd
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,dt_dod_pvlx_ex_zs
"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,dt_dod_mibr_cd
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,dt_dod_dstc_cd
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,dt_dod_dimf_cd
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,dc_oda_totl_gn_zs
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,dc_dac_usal_cd
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,dc_dac_svkl_cd
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,dc_dac_norl_cd
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,dc_dac_jpnl_cd
"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,dc_dac_hunl_cd
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,dc_dac_finl_cd
Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,ne_con_prvt_zs
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,ne_con_prvt_pc_kd
Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,ne_con_prvt_cn_ad
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,ne_con_govt_kn
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,ne_con_govt_cd
Military expenditure (current LCU),MS.MIL.XPND.CN,ms_mil_xpnd_cn
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,ms_mil_mprt_kd
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,lp_lpi_logs_xq
"Lead time to import, median case (days)",LP.IMP.DURS.MD,lp_imp_durs_md
Secure Internet servers,IT.NET.SECR,it_net_secr
Fixed telephone subscriptions,IT.MLT.MAIN,it_mlt_main
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,is_shp_gcnw_xq
"Air transport, passengers carried",IS.AIR.PSGR,is_air_psgr
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,iq_spi_pil4
Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,iq_spi_ovrl
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,iq_sci_mthd
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,iq_cpa_soci_xq
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,iq_cpa_prop_xq
IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,iq_cpa_irai_xq
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,iq_cpa_fins_xq
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,iq_cpa_debt_xq
"Patent applications, residents",IP.PAT.RESD,ip_pat_resd
"Industrial design applications, nonresident, by count",IP.IDS.NRCT,ip_ids_nrct
Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,ie_ppn_engy_cd
Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,ie_ppi_engy_cd
Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,ic_tax_prft_cp_zs
Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,ic_tax_labr_cp_zs
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,ic_reg_proc_fe
Time required to start a business (days),IC.REG.DURS,ic_reg_durs
Procedures to register property (number),IC.PRP.PROC,ic_prp_proc
Time to resolve insolvency (years),IC.ISV.DURS,ic_isv_durs
"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,ic_imp_csbc_cd
Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,ic_frm_rsdv_zs
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,ic_frm_freg_zs
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,ic_frm_crim_zs
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,ic_frm_bnks_zs
"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,ic_exp_csdc_cd
Power outages in firms in a typical month (number),IC.ELC.OUTG,ic_elc_outg
Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,ic_crd_prvt_zs
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,ic_bus_ease_xq
"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,hd_hci_ovrl_ub_fe
"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,hd_hci_ovrl_lb_fe
Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,gf_xpd_budg_zs
Expense (current LCU),GC.XPN.TOTL.CN,gc_xpn_totl_cn
Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,gc_xpn_intp_rv_zs
Compensation of employees (% of expense),GC.XPN.COMP.ZS,gc_xpn_comp_zs
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,gc_tax_ypkg_cn
Other taxes (current LCU),GC.TAX.OTHR.CN,gc_tax_othr_cn
Wholesale price index (2010 = 100),FP.WPI.TOTL,fp_wpi_totl
